id,title,manifest,canvas,license
MS-CHI-BONES-CUL-00033,剑桥大学金璋甲骨收藏 (CUL33),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00033,4,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00039,剑桥大学金璋甲骨收藏 (CUL39),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00039,4,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00040,剑桥大学金璋甲骨收藏 (CUL40),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00040,4,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00342,剑桥大学金璋甲骨收藏 (CUL342),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00342,4,CC BY-NC 4.0 (PD work)
MS-FH-00990-00130,[蘇軾次韻伯固遊蜀岡詩卷] (FH.990.130),https://cudl.lib.cam.ac.uk/iiif/MS-FH-00990-00130,4,CC BY-NC 4.0 (PD work)
MS-FH-00990-00137,[滿漢雙文雍正特恩誥命碑] (FH.990.137(1)-(4)),https://cudl.lib.cam.ac.uk/iiif/MS-FH-00990-00137,4,CC BY-NC 4.0 (PD work)
PR-FH-00112-00013-00014,Shanghai zhi Qingjiang xing lu ri zhe ; Qingjiang pu zhi Kaifeng fu lu cheng (FH.112.13-14),https://cudl.lib.cam.ac.uk/iiif/PR-FH-00112-00013-00014,3,CC BY-NC 4.0 (PD work)
MS-PARKES-00038-00002,Huai bei di shi guan bing da ying qing xing tu (MS Parkes 38(2)),https://cudl.lib.cam.ac.uk/iiif/MS-PARKES-00038-00002,2,CC BY-NC 4.0 (PD work)
PH-CFM-00236-00044,Conferring of Hon. Degrees on Chinese Dignitaries (236/44),https://cudl.lib.cam.ac.uk/iiif/PH-CFM-00236-00044,2,CC BY-NC 4.0 (PD work)
PR-WADE-COLLECTION,Small Sword proclamations ([Wade collection]),https://cudl.lib.cam.ac.uk/iiif/PR-WADE-COLLECTION,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00001,剑桥大学金璋甲骨收藏 (CUL1),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00001,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00002,剑桥大学金璋甲骨收藏 (CUL2),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00002,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00003,剑桥大学金璋甲骨收藏 (CUL3),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00003,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00004,剑桥大学金璋甲骨收藏 (CUL4),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00004,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00005,剑桥大学金璋甲骨收藏 (CUL5),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00005,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00006,剑桥大学金璋甲骨收藏 (CUL6),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00006,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00007,剑桥大学金璋甲骨收藏 (CUL7),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00007,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00008,剑桥大学金璋甲骨收藏 (CUL8),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00008,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00009,剑桥大学金璋甲骨收藏 (CUL9),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00009,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00010,剑桥大学金璋甲骨收藏 (CUL10),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00010,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00011,剑桥大学金璋甲骨收藏 (CUL11),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00011,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00012,剑桥大学金璋甲骨收藏 (CUL12),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00012,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00013,剑桥大学金璋甲骨收藏 (CUL13),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00013,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00014,剑桥大学金璋甲骨收藏 (CUL14),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00014,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00015,剑桥大学金璋甲骨收藏 (CUL15),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00015,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00016,剑桥大学金璋甲骨收藏 (CUL16),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00016,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00017,剑桥大学金璋甲骨收藏 (CUL17),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00017,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00018,剑桥大学金璋甲骨收藏 (CUL18),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00018,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00019,剑桥大学金璋甲骨收藏 (CUL19),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00019,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00020,剑桥大学金璋甲骨收藏 (CUL20),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00020,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00021,剑桥大学金璋甲骨收藏 (CUL21),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00021,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00022,剑桥大学金璋甲骨收藏 (CUL22),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00022,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00023,剑桥大学金璋甲骨收藏 (CUL23),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00023,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00024,剑桥大学金璋甲骨收藏 (CUL24),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00024,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00025,剑桥大学金璋甲骨收藏 (CUL25),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00025,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00026,剑桥大学金璋甲骨收藏 (CUL26),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00026,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00027,剑桥大学金璋甲骨收藏 (CUL27),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00027,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00028,剑桥大学金璋甲骨收藏 (CUL28),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00028,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00029,剑桥大学金璋甲骨收藏 (CUL29),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00029,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00030,剑桥大学金璋甲骨收藏 (CUL30),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00030,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00031,剑桥大学金璋甲骨收藏 (CUL31),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00031,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00032,剑桥大学金璋甲骨收藏 (CUL32),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00032,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00034,剑桥大学金璋甲骨收藏 (CUL34),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00034,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00035,剑桥大学金璋甲骨收藏 (CUL35),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00035,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00036,剑桥大学金璋甲骨收藏 (CUL36),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00036,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00037,剑桥大学金璋甲骨收藏 (CUL37),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00037,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00038,剑桥大学金璋甲骨收藏 (CUL38),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00038,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00041,剑桥大学金璋甲骨收藏 (CUL41),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00041,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00042,剑桥大学金璋甲骨收藏 (CUL42),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00042,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00043,剑桥大学金璋甲骨收藏 (CUL43),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00043,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00044,剑桥大学金璋甲骨收藏 (CUL44),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00044,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00045,剑桥大学金璋甲骨收藏 (CUL45),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00045,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00046,剑桥大学金璋甲骨收藏 (CUL46),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00046,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00047,剑桥大学金璋甲骨收藏 (CUL47),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00047,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00048,剑桥大学金璋甲骨收藏 (CUL48),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00048,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00049,剑桥大学金璋甲骨收藏 (CUL49),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00049,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00050,剑桥大学金璋甲骨收藏 (CUL50),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00050,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00051,剑桥大学金璋甲骨收藏 (CUL51),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00051,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00052,剑桥大学金璋甲骨收藏 (CUL52),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00052,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00053,剑桥大学金璋甲骨收藏 (CUL53),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00053,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00054,剑桥大学金璋甲骨收藏 (CUL54),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00054,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00055,剑桥大学金璋甲骨收藏 (CUL55),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00055,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00056,剑桥大学金璋甲骨收藏 (CUL56),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00056,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00058,剑桥大学金璋甲骨收藏 (CUL58),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00058,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00059,剑桥大学金璋甲骨收藏 (CUL59),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00059,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00060,剑桥大学金璋甲骨收藏 (CUL60),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00060,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00061,剑桥大学金璋甲骨收藏 (CUL61),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00061,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00062,剑桥大学金璋甲骨收藏 (CUL62),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00062,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00063,剑桥大学金璋甲骨收藏 (CUL63),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00063,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00065,剑桥大学金璋甲骨收藏 (CUL65),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00065,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00067,剑桥大学金璋甲骨收藏 (CUL67),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00067,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00068,剑桥大学金璋甲骨收藏 (CUL68),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00068,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00069,剑桥大学金璋甲骨收藏 (CUL69),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00069,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00070,剑桥大学金璋甲骨收藏 (CUL70),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00070,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00071,剑桥大学金璋甲骨收藏 (CUL71),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00071,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00072,剑桥大学金璋甲骨收藏 (CUL72),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00072,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00073,剑桥大学金璋甲骨收藏 (CUL73),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00073,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00074,剑桥大学金璋甲骨收藏 (CUL74),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00074,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00075,剑桥大学金璋甲骨收藏 (CUL75),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00075,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00076,剑桥大学金璋甲骨收藏 (CUL76),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00076,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00077,剑桥大学金璋甲骨收藏 (CUL77),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00077,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00079,剑桥大学金璋甲骨收藏 (CUL79),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00079,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00080,剑桥大学金璋甲骨收藏 (CUL80),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00080,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00081,剑桥大学金璋甲骨收藏 (CUL81),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00081,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00082,剑桥大学金璋甲骨收藏 (CUL82),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00082,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00083,剑桥大学金璋甲骨收藏 (CUL83),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00083,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00084,剑桥大学金璋甲骨收藏 (CUL84),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00084,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00085,剑桥大学金璋甲骨收藏 (CUL85),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00085,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00086,剑桥大学金璋甲骨收藏 (CUL86),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00086,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00087,剑桥大学金璋甲骨收藏 (CUL87),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00087,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00088,剑桥大学金璋甲骨收藏 (CUL88),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00088,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00089,剑桥大学金璋甲骨收藏 (CUL89),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00089,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00090,剑桥大学金璋甲骨收藏 (CUL90),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00090,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00091,剑桥大学金璋甲骨收藏 (CUL91),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00091,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00092,剑桥大学金璋甲骨收藏 (CUL92),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00092,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00094,剑桥大学金璋甲骨收藏 (CUL94),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00094,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00096,剑桥大学金璋甲骨收藏 (CUL96),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00096,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00097,剑桥大学金璋甲骨收藏 (CUL97),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00097,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00098,剑桥大学金璋甲骨收藏 (CUL98),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00098,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00099,剑桥大学金璋甲骨收藏 (CUL99),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00099,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00100,剑桥大学金璋甲骨收藏 (CUL100),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00100,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00101,剑桥大学金璋甲骨收藏 (CUL101),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00101,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00102,剑桥大学金璋甲骨收藏 (CUL102),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00102,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00103,剑桥大学金璋甲骨收藏 (CUL103),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00103,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00104,剑桥大学金璋甲骨收藏 (CUL104),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00104,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00105,剑桥大学金璋甲骨收藏 (CUL105),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00105,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00106,剑桥大学金璋甲骨收藏 (CUL106),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00106,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00107,剑桥大学金璋甲骨收藏 (CUL107),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00107,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00109,剑桥大学金璋甲骨收藏 (CUL109),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00109,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00110,剑桥大学金璋甲骨收藏 (CUL110),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00110,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00111,剑桥大学金璋甲骨收藏 (CUL111),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00111,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00112,剑桥大学金璋甲骨收藏 (CUL112),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00112,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00113,剑桥大学金璋甲骨收藏 (CUL113),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00113,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00114,剑桥大学金璋甲骨收藏 (CUL114),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00114,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00115,剑桥大学金璋甲骨收藏 (CUL115),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00115,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00116,剑桥大学金璋甲骨收藏 (CUL116),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00116,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00117,剑桥大学金璋甲骨收藏 (CUL117),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00117,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00118,剑桥大学金璋甲骨收藏 (CUL118),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00118,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00119,剑桥大学金璋甲骨收藏 (CUL119),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00119,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00120,剑桥大学金璋甲骨收藏 (CUL120),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00120,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00121,剑桥大学金璋甲骨收藏 (CUL121),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00121,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00122,剑桥大学金璋甲骨收藏 (CUL122),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00122,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00123,剑桥大学金璋甲骨收藏 (CUL123),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00123,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00124,剑桥大学金璋甲骨收藏 (CUL124),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00124,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00126,剑桥大学金璋甲骨收藏 (CUL126),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00126,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00127,剑桥大学金璋甲骨收藏 (CUL127),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00127,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00128,剑桥大学金璋甲骨收藏 (CUL128),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00128,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00129,剑桥大学金璋甲骨收藏 (CUL129),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00129,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00130,剑桥大学金璋甲骨收藏 (CUL130),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00130,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00131,剑桥大学金璋甲骨收藏 (CUL131),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00131,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00132,剑桥大学金璋甲骨收藏 (CUL132),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00132,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00135,剑桥大学金璋甲骨收藏 (CUL135),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00135,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00136,剑桥大学金璋甲骨收藏 (CUL136),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00136,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00137,剑桥大学金璋甲骨收藏 (CUL137),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00137,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00138,剑桥大学金璋甲骨收藏 (CUL138),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00138,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00139,剑桥大学金璋甲骨收藏 (CUL139),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00139,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00140,剑桥大学金璋甲骨收藏 (CUL140),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00140,2,CC BY-NC 4.0 (PD work)
MS-CHI-BONES-CUL-00141,剑桥大学金璋甲骨收藏 (CUL141),https://cudl.lib.cam.ac.uk/iiif/MS-CHI-BONES-CUL-00141,2,CC BY-NC 4.0 (PD work)
