id,title,manifest,cat,bu,jp_cross,卷数,subject,fmt
c60001095,Chao Shi bing yuan : wu shi juan,https://www.loc.gov/item/c60001095/manifest.json,med,,0,51,"causes and theories of causation|medicine, chinese|diseases",book
2012402735,Chong kan jing shi zheng lei da quan ben cao : san shi yi juan,https://www.loc.gov/item/2012402735/manifest.json,med,,0,32,"early works to 1800|formulae, receipts, prescriptions|medicine, chinese",book
2012402725,Chong xiu Zhenghe jing shi zheng lei bei yong ben cao : san shi juan,https://www.loc.gov/item/2012402725/manifest.json,med,,0,31,"early works to 1800|formulae, receipts, prescriptions|medicine, chinese",book
2012402727,Chong xiu Zhenghe jing shi zheng lei bei yong ben cao : san shi juan,https://www.loc.gov/item/2012402727/manifest.json,med,,0,31,"early works to 1800|formulae, receipts, prescriptions|medicine, chinese",book
2012402734,Chong xiu zheng he jing shi zheng lei bei yong ben cao : san shi juan,https://www.loc.gov/item/2012402734/manifest.json,med,,0,31,"early works to 1800|formulae, receipts, prescriptions|medicine, chinese",book
2012402769,Huangdi nei jing su wen : shi er juan,https://www.loc.gov/item/2012402769/manifest.json,med,子部,0,26,"yi jia lei|zi bu|early works to 1800|medicine, chinese",book
2008557203,Chuang yang jing yan quan shu : shi san juan,https://www.loc.gov/item/2008557203/manifest.json,med,子部,0,13,"ulcers|yi jia lei|zi bu|early works to 1800|skin|qing|china|medicine, chinese",book
2012402651,Yi lei yuan rong : shi er juan,https://www.loc.gov/item/2012402651/manifest.json,med,,0,13,"early works to 1800|formulae, receipts, prescriptions|medicine, chinese",book
2014514601,"Ben cao qiu zhen : jiu juan, Shou tu yi juan, Zhu zhi er juan, Mai li qiu zhen yi juan",https://www.loc.gov/item/2014514601/manifest.json,med,,0,13,early works to 1800|materia medica|china,book
2014514645,Qiu xian xian tie : shi juan,https://www.loc.gov/item/2014514645/manifest.json,med,子部,0,11,yi shu lei|zi bu,book
2012402646,Zheng zhi zhun sheng : ba ce,https://www.loc.gov/item/2012402646/manifest.json,med,,0,9,"early works to 1800|medicine, chinese",book
2014514452,Hanxi shu fa tong kao : ba juan,https://www.loc.gov/item/2014514452/manifest.json,med,子部,0,9,"zi bu|yi shu lei|calligraphy, chinese",book
2012402647,"Bian zhu Yi xue ru men : qi juan, juan shou yi juan",https://www.loc.gov/item/2012402647/manifest.json,med,,0,8,"early works to 1800|medicine, chinese",book
2012402701,Zhi mo bi yan xiang jian : ge yi juan,https://www.loc.gov/item/2012402701/manifest.json,med,子部,0,7,zi bu|yi shu lei,book
2021666389,Xin kan bu zhu shi wen Huangdi nei jing su wen,https://www.loc.gov/item/2021666389/manifest.json,med,,0,7,"medicine, chinese|china|475 b.c. to 1339",book
2012402994,"Wen bing tiao bian : liu juan, shou yi juan",https://www.loc.gov/item/2012402994/manifest.json,med,子部,0,7,"china|communicable diseases|medicine, chinese|yi jia lei|zi bu",book
72836471,Shaoxing jiao ding jing shi zheng lei bei ji ben cao hua,https://www.loc.gov/item/72836471/manifest.json,med,,0,6,materia medica,manuscript/mixed material
2012402795,Cao yun bian ti : wu juan,https://www.loc.gov/item/2012402795/manifest.json,med,子部,0,6,"zi bu|yi shu lei|calligraphy, chinese",book
2021666381,Shang han bai zheng ge,https://www.loc.gov/item/2021666381/manifest.json,med,,0,6,"medicine, chinese|130 to 1154|china",book
2014514037,Mo chi suo lu : si juan,https://www.loc.gov/item/2014514037/manifest.json,med,子部,0,5,"yi shu lei|qin music|calligraphy, chinese|inksticks|zi bu",book
2014514038,Hua chan shi sui bi : si juan,https://www.loc.gov/item/2014514038/manifest.json,med,子部,0,5,"technique|yi shu lei|calligraphy, chinese|zi bu|painting|painting, chinese",book
2014514475,Hua chan shi sui bi : si juan,https://www.loc.gov/item/2014514475/manifest.json,med,子部,0,5,"painting|zi bu|calligraphy, chinese|painting, chinese|technique|yi shu lei",book
2012402866,Wai ke da cheng : si juan,https://www.loc.gov/item/2012402866/manifest.json,med,子部,0,5,"china|wai ke|medicine, chinese|surgery|yi jia lei|materia medica|zi bu|early works to 1800",book
2021666398,Dou zhen shi yi xin fa,https://www.loc.gov/item/2021666398/manifest.json,med,,0,4,"measles|china|medicine, chinese|smallpox|1495 to 1580",book
2021666396,Ben cao yan yi,https://www.loc.gov/item/2021666396/manifest.json,med,,0,4,"medicine, chinese|1111 to 1119|china|materia medica",book
2021667496,Mai jing,https://www.loc.gov/item/2021667496/manifest.json,med,,0,4,"china|medicine, chinese|280 to 316|diseases|chinese literature|traditional medicine|medicine, ancient|pulse",book
2012402600,Yin wen : er juan,https://www.loc.gov/item/2012402600/manifest.json,med,子部,0,3,yi shu lei|zi bu,book
2014514380,Yu zhi geng zhi quan tu,https://www.loc.gov/item/2014514380/manifest.json,med,,0,3,agriculture|pictorial works|farm life in art|sericulture in art|illustrated works|yi shu lei|weaving|hua bu,book
2014514385,Geng zhi tu,https://www.loc.gov/item/2014514385/manifest.json,med,,0,3,agriculture|pictorial works|farm life in art|sericulture in art|illustrated works|yi shu lei|weaving|hua bu,manuscript/mixed material
2014514661,Liu Xuehu mei pu : er juan,https://www.loc.gov/item/2014514661/manifest.json,med,子部,0,3,yi shu lei|zi bu,book
2021666469,Gu jin yi tong da quan Yi bai juan,https://www.loc.gov/item/2021666469/manifest.json,med,,0,3,"china|medicine, chinese|diseases|chinese literature|herbal remedies|pharmacology|traditional medicine|philosophy, confucian",book
2021666463,Sunzhenren bei ji qian jin yao fang : jiu shi san juan,https://www.loc.gov/item/2021666463/manifest.json,med,,0,3,"medicinal plants|china|medicine, chinese|diseases|600 to 682|herbs|nutrition|yaozhou",book
2021666526,Xuan men mai jue nei zhao tu,https://www.loc.gov/item/2021666526/manifest.json,med,,0,3,"china|human anatomy|anatomy|medicine, chinese|155 to 208|chinese literature|traditional medicine",book
2012402244,Miao yi zhai yi xue zheng yin zhong zi bian : si juan,https://www.loc.gov/item/2012402244/manifest.json,med,,0,2,,book
2012402273,Cao sheng hui bian : bu fen juan,https://www.loc.gov/item/2012402273/manifest.json,med,子部,0,2,zi bu|yi shu lei,book
2012402776,Gang mu lei zuan : bu fen juan,https://www.loc.gov/item/2012402776/manifest.json,med,,0,2,"li, shizhen|early works to 1800|materia medica|ben cao gang mu|china",manuscript/mixed material
2012402784,Li dai ming shu yao lun : bu fen juan,https://www.loc.gov/item/2012402784/manifest.json,med,子部,0,2,zi bu|yi shu lei,book
2012402794,Tian xia you shan tang hua yi : bu fen juan,https://www.loc.gov/item/2012402794/manifest.json,med,子部,0,2,zi bu|yi shu lei,book
2014514078,"Cao sheng hui bian, fu Cao jue bai yun : bu fen juan",https://www.loc.gov/item/2014514078/manifest.json,med,子部,0,2,yi shu lei|zi bu,book
2014514379,Yu zhi geng zhi tu,https://www.loc.gov/item/2014514379/manifest.json,med,,0,2,hua pu|agriculture|pictorial works|farm life in art|sericulture in art|illustrated works|yi shu lei|weaving,manuscript/mixed material
2014514382,Yu zhi geng zhi quan tu,https://www.loc.gov/item/2014514382/manifest.json,med,,0,2,agriculture|pictorial works|farm life in art|sericulture in art|illustrated works|yi shu lei|weaving|hua bu,book
2014514383,Yu zhi Geng zhi quan tu,https://www.loc.gov/item/2014514383/manifest.json,med,,0,2,agriculture|pictorial works|farm life in art|sericulture in art|illustrated works|yi shu lei|weaving|hua bu,book
2014514457,Wen xiong tang yin pu : bu fen juan,https://www.loc.gov/item/2014514457/manifest.json,med,子部,0,2,zi bu|china|yi shu lei|seals (numismatics),book
2014514470,"Gu tong yin fan : bu fen juan, fu Ren qiu lan shi yin ren ti ming yi juan",https://www.loc.gov/item/2014514470/manifest.json,med,子部,0,2,zi bu|yi shu lei,book
2014514471,Gu yin zheng : bu fen juan,https://www.loc.gov/item/2014514471/manifest.json,med,子部,0,2,zi bu|yi shu lei,book
2014514604,Bai yue ning yan : yi juan,https://www.loc.gov/item/2014514604/manifest.json,med,子部,0,2,zi bu|yi shu lei,book
2021666473,Wai ke zheng zong,https://www.loc.gov/item/2021666473/manifest.json,med,,0,2,"prescriptions|china|medicine, chinese|surgery|diseases|traditional medicine",book
2021666382,Dade chong jiao sheng ji zong lu,https://www.loc.gov/item/2021666382/manifest.json,med,,0,2,"960 to 1279|medicine, chinese|china",book
2021666320,Jing shi zheng lei da guan ben cao,https://www.loc.gov/item/2021666320/manifest.json,med,,0,2,"china|medicine, chinese|1050 to 1150|materia medica|traditional medicine|medicine",book
2021666529,Quan you xin jian,https://www.loc.gov/item/2021666529/manifest.json,med,,0,2,"china|ethics|medicine, chinese|chinese literature|traditional medicine|pediatrics",book
2021666510,Xi yuan lu,https://www.loc.gov/item/2021666510/manifest.json,med,,0,2,"chinese classics|china|medicine, chinese|wounds and injuries|chinese literature|crimes|forensic sciences|human body",book
2021666528,Pi wei lun,https://www.loc.gov/item/2021666528/manifest.json,med,,0,2,"china|medicine, chinese|diseases|chinese literature|traditional medicine|gastroenterology",book
2021666530,Zhen jiu da cheng,https://www.loc.gov/item/2021666530/manifest.json,med,,0,2,"china|human anatomy|anatomy|medicine, chinese|chinese literature|traditional medicine|acupuncture",book
2021666348,Shi shan yi an,https://www.loc.gov/item/2021666348/manifest.json,med,,0,2,"1531 to 1531|china|medicine, chinese",book
2021666351,Jin shi kun chong cao mu zhuang,https://www.loc.gov/item/2021666351/manifest.json,med,,0,2,"pictorial works|china|medicine, chinese|materia medica|1617 to 1620",book
2021666527,Wai ke jing yao Fu lu,https://www.loc.gov/item/2021666527/manifest.json,med,,0,2,"1522 to 1566|china|medicine, chinese|diseases|chinese literature|traditional medicine",book
2021666319,Bao ying quan shu,https://www.loc.gov/item/2021666319/manifest.json,med,,0,2,"china|medicine, chinese|children|traditional medicine|1480 to 1584|health and hygiene|medicine|pediatrics",book
2021666400,Huo you xin shu,https://www.loc.gov/item/2021666400/manifest.json,med,,0,2,"china|medicine, chinese|children|diseases|1270 to 1329|pediatrics",book
2021666462,Shou qin yang lao xin shu : si juan,https://www.loc.gov/item/2021666462/manifest.json,med,,0,2,"china|medicine, chinese|diseases|nutrition|older people|aging",book
2021666395,Chong xiu Zhenghe jing shi zheng lei bei yong ben cao,https://www.loc.gov/item/2021666395/manifest.json,med,,0,2,"1000 to 1468|medicine, chinese|china|materia medica",book
2014514040,"Xi yuan ya ji tu : chang juan, zhuan",https://www.loc.gov/item/2014514040/manifest.json,med,子部,0,1,yi shu lei|zi bu,manuscript/mixed material
2014514077,Bai jiang yin pu : bu fen juan,https://www.loc.gov/item/2014514077/manifest.json,med,子部,0,1,yi shu lei|zi bu,book
2014514613,Ce ye hua shi er tu,https://www.loc.gov/item/2014514613/manifest.json,med,子部,0,1,zi bu|yi shu lei,book
2021666429,Xin kan tong ren zhen jiu jing : qi juan,https://www.loc.gov/item/2021666429/manifest.json,med,,0,1,"acupuncture points|medicine, chinese|china|acupuncture",book
2021666432,Shang han yao zhi yi juan : Yao fang yi juan,https://www.loc.gov/item/2021666432/manifest.json,med,,0,1,"prescriptions|anhui province|168 to 1171|china|dangtu|medicine, chinese|diseases|cold",book
2021667445,Ben cao pin hui jing yao,https://www.loc.gov/item/2021667445/manifest.json,med,,0,1,"china|medicine, chinese|herbal remedies|fruit|materia medica|herbs|animals|drugs",book
2021666434,Chong kan Sunzhenren bei ji qian jin yao fang : san shi juan,https://www.loc.gov/item/2021666434/manifest.json,med,,0,1,"prescriptions|medicine, chinese|581 to 1066|china",book
2021668760,Nei zhao tu,https://www.loc.gov/item/2021668760/manifest.json,med,,0,1,"1800 to 1950|china|acupuncture points|medicine, chinese|human physiology","photo, print, drawing"
2021666347,Zhu you ke,https://www.loc.gov/item/2021666347/manifest.json,med,,0,1,"medicine, chinese|china|1368 to 1644",book
2021666428,Hong shi ji yan fang : wu juan,https://www.loc.gov/item/2021666428/manifest.json,med,,0,1,"prescriptions|anhui province|china|dangtu|medicine, chinese|1170 to 1181",book
2021666435,Wai tai mi yao fang si shi juan,https://www.loc.gov/item/2021666435/manifest.json,med,,0,1,"prescriptions|china|medicine, chinese|diseases|400 to 752|drugs|acupuncture",book
2021666438,Taiping hui min he ji ju fang : shi juan,https://www.loc.gov/item/2021666438/manifest.json,med,,0,1,"prescriptions|china|medicine, chinese|materia medica|1107 to 1252|drugs",book
2021666312,Huang di nei jing su wen,https://www.loc.gov/item/2021666312/manifest.json,med,,0,1,"1115 to 1234|jin dynasty|china|medicine, chinese",book
2021666896,[An Illustrated Tibeto-Mongolian Materia Medica of Ayurveda of ʼJam-dpal-rdo-rje of Mongolia],https://www.loc.gov/item/2021666896/manifest.json,med,,0,1,"china|medicine, ayurvedic|medicine, chinese|materia medica|herbs|1792 to 1855|animals|tibet",book
2021666350,Yi xin fang,https://www.loc.gov/item/2021666350/manifest.json,med,,0,1,"medicine, chinese|japan|tokyo|1856 to 1856",book
2021666452,"Ben cao gang mu : Wu shi er juan, fu tu er juan",https://www.loc.gov/item/2021666452/manifest.json,med,,0,1,"memory of the world|china|medicine, chinese|materia medica|1578 to 1603",book
2021666451,Guyu Chen shi jia cang meng xi bi tan : er shi liu juan,https://www.loc.gov/item/2021666451/manifest.json,med,,0,1,"astronomy, chinese|china|medicine, chinese|chinese literature|economics|politics and government|printing|encyclopedias and dictionaries",book
2021666433,Xin kan Wang shi mai jing : shi juan,https://www.loc.gov/item/2021666433/manifest.json,med,,0,1,"china|medicine, chinese|265 to 1299|heart beat|pulse",book
2021667434,Shi si jing xue ge,https://www.loc.gov/item/2021667434/manifest.json,med,,0,1,"acupuncture points|1500 to 1900|china|medicine, chinese",book
2021666436,Jing shi zheng lei bei ji ben cao,https://www.loc.gov/item/2021666436/manifest.json,med,,0,1,"china|medicine, chinese|herbal remedies|materia medica|herbs",book
2014514052,"Chu ci : er shi juan, juan shou yi juan",https://www.loc.gov/item/2014514052/manifest.json,guji,,1,22,楚辭 (ancient chinese poems)|chu ci (ancient chinese poems),book
2006456742,Chu ci : shi qi juan,https://www.loc.gov/item/2006456742/manifest.json,guji,集部,1,18,"楚辭 (ancient chinese poems)|qin and han dynasties, 221 b.c.-220 a.d.|chu ci lei|to 221 b.c.|history and criticism|ji bu|chinese poetry|chu ci (ancient chinese poems)",book
2014514219,"Zi zhi tong jian : er bai jiu shi si juan, fu Shi wen bian wu shi wu juan",https://www.loc.gov/item/2014514219/manifest.json,guji,,0,307,,book
2012402011,"Ba bian lei zuan : er bai ba shi wu juan, tu er juan",https://www.loc.gov/item/2012402011/manifest.json,guji,,0,286,,book
2014514640,"Shi ji : yi bai wu shi liu juan, mu lu san shi liu juan",https://www.loc.gov/item/2014514640/manifest.json,guji,集部,0,192,zong ji lei|ji bu,book
2014514336,Da Ming hui dian : yi bai ba shi uan,https://www.loc.gov/item/2014514336/manifest.json,guji,,0,181,,book
2011457032,Ping ding Zhungaer fang lüe qian bian : wu shi si juan ; Ping ding Zhungaer fang lüe zheng bian : ba shi wu juan ; Ping ding Zhungaer fang lüe xu bian : san shi er juan,https://www.loc.gov/item/2011457032/manifest.json,guji,史部,0,172,"qianlong|sources|history, military|qing zhi shu|ji shi ben mo lei|history|shi bu|china",book
2014514341,Ge zhi cong shu : yi bai wu shi liu zhong,https://www.loc.gov/item/2014514341/manifest.json,guji,,0,159,,book
2012402778,Song Yuan tong jian : yi bai wu shi qi juan,https://www.loc.gov/item/2012402778/manifest.json,guji,,0,158,"yuan dynasty|song dynasty, 960|history|china",book
2012402552,Tang Song ba da jia wen chao : yi bai si shi si juan,https://www.loc.gov/item/2012402552/manifest.json,guji,,0,152,,book
2012402030,Han wei Liu chao zhu jia wen ji,https://www.loc.gov/item/2012402030/manifest.json,guji,,0,151,,book
2012402715,Li dai shi zuan zuo bian : yi bai si shi er juan,https://www.loc.gov/item/2012402715/manifest.json,guji,,0,143,china|biography|biographies,book
2012402708,Jin shi : yi bai san shi wu juan,https://www.loc.gov/item/2012402708/manifest.json,guji,,0,136,jin dynasty|history|china,book
00510373,[Si shu Wu jing da quan : yi bai er shi juan],https://www.loc.gov/item/00510373/manifest.json,guji,经部,0,132,zi bu|jing bu|si shu zong yi|zong lei|si shu lei|ru jia lei|chinese classics,book
2011457035,Guangxu Shuntian Fu zhi : yi bai san shi juan,https://www.loc.gov/item/2011457035/manifest.json,guji,,0,131,,book
75835917,"Zhong yi Shui hu quan shu : yi bai er shi hui, Yin shou yi juan, Xuanhe yi shi yi juan, Xiu xiang yi juan",https://www.loc.gov/item/75835917/manifest.json,guji,集部,0,124,xiao shuo lei.2sk|ji bu,book
2014514239,"Dongpo quan ji : yi bai shi wu juan, mu lu qi juan,",https://www.loc.gov/item/2014514239/manifest.json,guji,集部,0,123,ji bu|bie ji lei,book
2014514420,"Jin xiu wan hua gu : qian ji si shi juan, hu ji si shi juan, xu ji si shi juan",https://www.loc.gov/item/2014514420/manifest.json,guji,,0,123,"encyclopedias and dictionaries, chinese",book
2011457034,Jifu tong zhi : yi bai er shi juan,https://www.loc.gov/item/2011457034/manifest.json,guji,史部,0,121,hebei sheng (china)|di li lei|shi bu|history|fang zhi|zong zhi zhi shu,book
2012402351,Yu pi li dai tong jian ji lan : i bai er shi juan,https://www.loc.gov/item/2012402351/manifest.json,guji,,0,121,,book
2014514444,Wan shou sheng dian chu ji : yi bai er shi juan,https://www.loc.gov/item/2014514444/manifest.json,guji,,0,121,china|rites and ceremonies,book
2014514445,"Ba xun wan shou sheng dian : yi bai er shi juan, juan shou yi juan",https://www.loc.gov/item/2014514445/manifest.json,guji,,0,121,ethics|china,book
2007551577,Ben chao Jing Sheng ren wu kao : yi bai shi wu juan,https://www.loc.gov/item/2007551577/manifest.json,guji,,0,116,ming dynasty|history|china|biography|biographies,book
2012402834,Ben chao jing sheng ren wu kao : yi bai shi wu juan,https://www.loc.gov/item/2012402834/manifest.json,guji,,0,116,ming dynasty|history|china|biography|biographies,book
2014514360,"Cixi Huang shi ri chao fen lei : jiu shi qi juan, fu Gu jin ji yao shi jiu juan",https://www.loc.gov/item/2014514360/manifest.json,guji,,0,115,,book
2014514542,Mi shu nian yi zhong,https://www.loc.gov/item/2014514542/manifest.json,guji,,0,112,cong shu bu|za cong lei,book
2014514545,Tang Song ba da jia wen chao : yi bai ling san juan,https://www.loc.gov/item/2014514545/manifest.json,guji,,0,112,,book
2012402499,Shan lin jing ji ji : bu fen juan,https://www.loc.gov/item/2012402499/manifest.json,guji,,0,108,,book
2012402018,Ming ren bai jia xiao shuo : yi bai ba juan,https://www.loc.gov/item/2012402018/manifest.json,guji,子部,0,107,zi bu|xiao shuo jia lei,book
2008557221,Bei shi : yi bai juan,https://www.loc.gov/item/2008557221/manifest.json,guji,史部,0,101,"northern and southern dynasties, 386-589|ji zhuan lei|history|shi bu|china|biography|ming",book
2012402041,Sheng'an wai ji : yi bai juan,https://www.loc.gov/item/2012402041/manifest.json,guji,子部,0,101,zi bu|za jia lei,book
2014514265,Wen cui : yi bai juan,https://www.loc.gov/item/2014514265/manifest.json,guji,集部,0,101,zong ji lei|ji bu,book
2012402559,Xin'an wen xian zhi : yi bai juan,https://www.loc.gov/item/2012402559/manifest.json,guji,,0,100,,book
2012402710,Guo chao zhu chen zou yi : yi bai wu shi juan (que wu shi juan),https://www.loc.gov/item/2012402710/manifest.json,guji,,0,99,,book
2012402566,"Quan Tang shi chao : ba shi juan, bu yi shi liu juan",https://www.loc.gov/item/2012402566/manifest.json,guji,集部,0,98,ji bu|zong ji lei,book
2014514261,"Han hai : er shi si ji, yi bai wu shi qi zhong",https://www.loc.gov/item/2014514261/manifest.json,guji,,0,98,cong bu|hui bian lei,book
2001530417,Da Ming yi tong zhi : jiu shi juan,https://www.loc.gov/item/2001530417/manifest.json,guji,史部,0,91,di li lei|historical geography|zong zhi|shi bu|china,book
2001530419,Da Ming yi tong zhi : jiu shi juan,https://www.loc.gov/item/2001530419/manifest.json,guji,史部,0,91,di li lei|historical geography|zong zhi|shi bu|china,book
2014514517,Gao Wenxiang gong quan ji : shi si zhong,https://www.loc.gov/item/2014514517/manifest.json,guji,,0,91,,book
unk85040092,Ting li hui pien,https://www.loc.gov/item/unk85040092/manifest.json,guji,,0,87,"law reports, digests, etc|china",book
2007557832,Jian ji tang zuan ke Mei Wu'an xian sheng li suan quan shu,https://www.loc.gov/item/2007557832/manifest.json,guji,子部,0,87,"zi bu|tian wen suan fa lei|early works to 1800|mathematics, chinese|calendar, chinese|astronomy, chinese",book
2012402358,Hu Wenzhong gong yi ji : ba shi liu juan,https://www.loc.gov/item/2012402358/manifest.json,guji,,0,87,,book
2012402085,Zhong wan Tang shi ji : liu shi er zhong,https://www.loc.gov/item/2012402085/manifest.json,guji,集部,0,85,zong ji lei|ji bu,book
2008557223,Qin ding Li ji yi shu,https://www.loc.gov/item/2008557223/manifest.json,guji,,0,83,li ji,book
2011457096,"Shuo fang bei cheng : liu shi ba juan , mu lu yi juan , juan shou shi er juan",https://www.loc.gov/item/2011457096/manifest.json,guji,史部,0,82,bian fang hai fang zhi shu|shi bu|di li lei,book
2014514487,"Tai shi Sheng'an quan ji : ba shi yi juan, mu lu er juan",https://www.loc.gov/item/2014514487/manifest.json,guji,集部,0,82,ji bu|bie ji lei,book
2012402164,Qin ding tien wen cheng yi : ba shi juan,https://www.loc.gov/item/2012402164/manifest.json,guji,,0,81,,book
2012402345,He ke san zhi,https://www.loc.gov/item/2012402345/manifest.json,guji,,0,81,,book
2014514301,"Sima tai shi wen guo wen zheng gong chuan jia ji : ba shi juan, mu lu er juan",https://www.loc.gov/item/2014514301/manifest.json,guji,,0,81,,book
2014514654,"Gu wen mei quan : qi shi jiu juan, juan shou yi juan",https://www.loc.gov/item/2014514654/manifest.json,guji,,0,80,,book
75836010,"Di wu cai zi shu Shui hu zhuan : qi shi wu juan, xhou tu yi juan qi shi hui",https://www.loc.gov/item/75836010/manifest.json,guji,,0,76,,book
2012402730,Qin ding guo shi da chen lie zhuan : can cun qi shi liu juan,https://www.loc.gov/item/2012402730/manifest.json,guji,,0,76,qing dynasty|history|china|statemen|biography|biographies,manuscript/mixed material
2014514175,Dao gu tang ji : qi shi si juan,https://www.loc.gov/item/2014514175/manifest.json,guji,,0,76,,book
2011457131,"Jinan Fu zhi : qi shi er juan, juan shou yi juan",https://www.loc.gov/item/2011457131/manifest.json,guji,史部,0,73,jinan fu|di li lei|shi bu|du hui jun xian zhi shu|shandong sheng,book
2011457252,Zhucheng Xian zhi : si shi liu juan,https://www.loc.gov/item/2011457252/manifest.json,guji,史部,0,71,di li lei|zhucheng xian (china)|諸城縣 (china)|history|shi bu|fang zhi,book
2012402654,"Wuxing yi wen zhi bu : liu shi san juan, fu lu san juan, bu yi si juan",https://www.loc.gov/item/2012402654/manifest.json,guji,,0,71,,book
2014514280,"Yuan wen lei : qi shi juan, mu lu san juan",https://www.loc.gov/item/2014514280/manifest.json,guji,,0,71,,book
2014514418,"Ming shan cang. juan 1-42, 63-81, 101-102, 114-121",https://www.loc.gov/item/2014514418/manifest.json,guji,,0,71,,book
2011457342,"Qin ding ping ding tai wan ji lue : liu shi wu juan , juan shou wu juan",https://www.loc.gov/item/2011457342/manifest.json,guji,,0,70,,book
2012402594,"Ben cao gang mu : wu shi er juan, tu san juan, Wan fang zhen xian ba juan",https://www.loc.gov/item/2012402594/manifest.json,guji,子部,0,70,yi jia lei|zi bu,book
2012402613,"Ben cao gang mu : wu shi er juan, tu san juan, Bin Hu mo xue yi juan, qi jing ba mo zi yi juan",https://www.loc.gov/item/2012402613/manifest.json,guji,子部,0,70,yi jia lei|zi bu,book
2014514606,Cang shu shi ji : liu shi ba juan,https://www.loc.gov/item/2014514606/manifest.json,guji,,0,70,,book
2014514171,"Wuzhong Ye shi zu pu : liu shi liu juan, mo yi juan",https://www.loc.gov/item/2014514171/manifest.json,guji,,0,68,ye family,book
2011457203,Qingzhou Fu zhi : liu shi si juan,https://www.loc.gov/item/2011457203/manifest.json,guji,,0,66,,book
2014514262,Liu zi shu : liu shi juan,https://www.loc.gov/item/2014514262/manifest.json,guji,,0,66,,book
2011457130,Shandong tong zhi : liu shi si juan,https://www.loc.gov/item/2011457130/manifest.json,guji,史部,0,65,di li lei|shi bu|山東省 (china)|fang zhi|history|shandong sheng (china),book
2014514236,Ji ting quan shu : liu shi si juan,https://www.loc.gov/item/2014514236/manifest.json,guji,,0,65,,book
2014514633,Bei shi yan yi : liu shi si juan,https://www.loc.gov/item/2014514633/manifest.json,guji,集部,0,65,"northern and southern dynasties, 386-589|xiao shuo lei|history|china|ji bu",book
2014514199,Wu lun shu : liu shi er juan,https://www.loc.gov/item/2014514199/manifest.json,guji,,0,63,,book
2011457013,Luojiang Xian zhi : san shi liu juan,https://www.loc.gov/item/2011457013/manifest.json,guji,史部,0,62,luojiang xian|sichuan sheng|di li lei|shi bu|dou hui jun xian zhi shu,book
2012402508,Shuo lüe : liu shi juan,https://www.loc.gov/item/2012402508/manifest.json,guji,,0,61,,book
2012402670,Wen yuan ying hua xuan : liu shi juan,https://www.loc.gov/item/2012402670/manifest.json,guji,集部,0,61,zong ji lei|ji bu,book
2014514013,"Lei yi : wu shi wu juan, Bu yi yi juan",https://www.loc.gov/item/2014514013/manifest.json,guji,子部,0,61,zi bu|lei shu lei,book
2014514474,"Xiu xiang di yi cai zi shu : liu shi juan yi bai er shi hui, juan shou tu yi juan",https://www.loc.gov/item/2014514474/manifest.json,guji,集部,0,61,"fiction|xiao shuo lei|three kingdoms, 220-265|history|china|ji bu",book
2012402236,"Xue fu zhai ji : er shi juan, Shi ji san shi qi juan, juan shou yi juan",https://www.loc.gov/item/2012402236/manifest.json,guji,集部,0,60,bie ji lei|ji bu,book
2012402133,Yu xuan Tang Song wen chun : wu shi ba juan,https://www.loc.gov/item/2012402133/manifest.json,guji,集部,0,59,zong ji lei|ji bu,book
2012402251,"Quan fang bei zu : qian ji er shi qi juan, Hou ji san shi yi juan",https://www.loc.gov/item/2012402251/manifest.json,guji,,0,59,,manuscript/mixed material
2012402823,"Xue fu zhai shi wen ji : wen ji er shi juan, shi ji san shi qi juan, juan shou yi juan",https://www.loc.gov/item/2012402823/manifest.json,guji,集部,0,59,ji bu|bie ji lei,book
2014514327,Xin xiu Chengdu Fu zhi : wu shi ba juan,https://www.loc.gov/item/2014514327/manifest.json,guji,,0,59,chengdu (china)|成都 (china),book
2011457204,"Yidu Xian tu zhi : wu shi si juan, juan shou yi juan",https://www.loc.gov/item/2011457204/manifest.json,guji,,0,57,,book
2014514007,Zeng ding gu jin yi shi : wu shi wu zhong,https://www.loc.gov/item/2014514007/manifest.json,guji,,0,57,,book
2012402043,Li chao gang jian hui zuan,https://www.loc.gov/item/2012402043/manifest.json,guji,史部,0,56,shi bu|bian nian lei,book
2014514166,"Xishan xian sheng Zhen Wenzhong gong wen ji : wu shi wu juan, mu lu er juan",https://www.loc.gov/item/2014514166/manifest.json,guji,,0,55,,book
2012402122,Da Ming Xinghua Fu zhi : wu shi si juan,https://www.loc.gov/item/2012402122/manifest.json,guji,,0,55,xinghua fu (china)|興化府 (china),manuscript/mixed material
2012402528,Liu ren ji ying qian : liu shi juan,https://www.loc.gov/item/2012402528/manifest.json,guji,,0,55,,manuscript/mixed material
2012402137,"Changli xian sheng quan ji : si shi juan, wai ji shi juan, yi wen yi juan",https://www.loc.gov/item/2012402137/manifest.json,guji,集部,0,54,bie ji lei|ji bu,book
2014514569,"Xishan xian sheng Zhen Wenzhong gong wen ji : wu shi wu juan, mu lu er juan",https://www.loc.gov/item/2014514569/manifest.json,guji,,0,54,,book
2006457689,Dao gu tang ji,https://www.loc.gov/item/2006457689/manifest.json,guji,集部,0,53,qing|ji bu|bie ji lei,book
2012402161,"Ben cao gang mu : wu shi er juan, fu tu er juan",https://www.loc.gov/item/2012402161/manifest.json,guji,,0,53,,book
