id,title,manifest,db,tw_title
arc_books-NIJL_100452045,叢桂偶記,https://www.dh-jac.net/db1/books/NIJL-100452045/portal/manifest.json,arc_books,叢桂偶記
arc_books-ya09_00212,叢桂偶記,https://www.dh-jac.net/db1/books/ya09_00212/portal/manifest.json,arc_books,叢桂偶記
arc_books-NIJL_100243401,叢桂偶記,https://www.dh-jac.net/db1/books/NIJL-100243401/portal/manifest.json,arc_books,叢桂偶記
arc_books-NIJL_100381974,叢桂偶記,https://www.dh-jac.net/db1/books/NIJL-100381974/portal/manifest.json,arc_books,叢桂偶記
kyudai-R100000092_I000120600_00,叢桂偶記 巻之1,https://catalog.lib.kyushu-u.ac.jp/image/manifest/1/820/4705812.json,kyudai,叢桂偶記
kyudai-R100000092_I000120601_00,叢桂偶記 巻之2,https://catalog.lib.kyushu-u.ac.jp/image/manifest/1/820/4705813.json,kyudai,叢桂偶記
ukobe_s-R100000144_I000015609_00,叢桂偶記 2巻,https://da.lib.kobe-u.ac.jp/files/manifest/1/40000/0100404258.json,ukobe_s,叢桂偶記
ukobe_s-R100000144_I000015827_00,叢桂偶記 2巻,https://da.lib.kobe-u.ac.jp/files/manifest/1/40000/0100404476.json,ukobe_s,叢桂偶記
arc_books-NIJL_100391953,古今医統大全,https://www.dh-jac.net/db1/books/NIJL-100391953/portal/manifest.json,arc_books,古今醫統
ryukoku-R100000135_I000003408_00,本朝古今医統,https://da.library.ryukoku.ac.jp/iiif/190236/1/manifest.json,ryukoku,古今醫統
THERS_da-N002_20230901_14354,殼斗科　枹譜,https://da.adm.thers.ac.jp/iiif/1/classic_books/N002-20230901-14354/manifest.json,THERS_da,古今醫統
THERS_da-N002_20230901_07701,梨譜,https://da.adm.thers.ac.jp/iiif/1/classic_books/N002-20230901-07701/manifest.json,THERS_da,古今醫統
THERS_da-N002_20230901_08197,薔薇科,https://da.adm.thers.ac.jp/iiif/1/classic_books/N002-20230901-08197/manifest.json,THERS_da,古今醫統
THERS_da-N002_20230901_12222,瑞香科,https://da.adm.thers.ac.jp/iiif/1/classic_books/N002-20230901-12222/manifest.json,THERS_da,古今醫統
arc_books-NIJL_100145025,本邦名医類案,https://www.dh-jac.net/db1/books/NIJL-100145025/portal/manifest.json,arc_books,名醫類案
arc_books-ya09_00517,名医類案,https://www.dh-jac.net/db1/books/ya09_00517/portal/manifest.json,arc_books,名醫類案
THERS_da-N002_20230901_03303,芸香科,https://da.adm.thers.ac.jp/iiif/1/classic_books/N002-20230901-03303/manifest.json,THERS_da,名醫類案
THERS_da-N002_20230901_05756,漆樹科,https://da.adm.thers.ac.jp/iiif/1/classic_books/N002-20230901-05756/manifest.json,THERS_da,名醫類案
THERS_da-N002_20230901_03310,芸香科,https://da.adm.thers.ac.jp/iiif/1/classic_books/N002-20230901-03310/manifest.json,THERS_da,名醫類案
THERS_da-N002_20230901_03312,芸香科,https://da.adm.thers.ac.jp/iiif/1/classic_books/N002-20230901-03312/manifest.json,THERS_da,名醫類案
THERS_da-N002_20230901_03311,芸香科,https://da.adm.thers.ac.jp/iiif/1/classic_books/N002-20230901-03311/manifest.json,THERS_da,名醫類案
arc_books-ya09_00226,呉医彙講,https://www.dh-jac.net/db1/books/ya09_00226/portal/manifest.json,arc_books,吳醫彙講
arc_books-NIJL_100232980,周監方,https://www.dh-jac.net/db1/books/NIJL-100232980/portal/manifest.json,arc_books,周監方
arc_books-NDL_2606549,啓迪集 8巻,https://www.dl.ndl.go.jp/api/iiif/2606549/manifest.json,arc_books,啟迪集
arc_books-NIJL_100229676,啓迪集,https://www.dh-jac.net/db1/books/NIJL-100229676/portal/manifest.json,arc_books,啟迪集
arc_books-NIJL_100229675,啓迪集,https://www.dh-jac.net/db1/books/NIJL-100229675/portal/manifest.json,arc_books,啟迪集
arc_books-NIJL_100359382,啓迪集,https://www.dh-jac.net/db1/books/NIJL-100359382/portal/manifest.json,arc_books,啟迪集
arc_books-NIJL_100210252,啓迪集,https://www.dh-jac.net/db1/books/NIJL-100210252/portal/manifest.json,arc_books,啟迪集
arc_books-NIJL_100359384,啓迪集,https://www.dh-jac.net/db1/books/NIJL-100359384/portal/manifest.json,arc_books,啟迪集
arc_books-NIJL_100359381,啓迪集,https://www.dh-jac.net/db1/books/NIJL-100359381/portal/manifest.json,arc_books,啟迪集
arc_books-NIJL_100247821,啓迪集,https://www.dh-jac.net/db1/books/NIJL-100247821/portal/manifest.json,arc_books,啟迪集
arc_books-NIJL_100359383,啓迪集,https://www.dh-jac.net/db1/books/NIJL-100359383/portal/manifest.json,arc_books,啟迪集
arc_books-NIJL_100335672,啓迪集,https://www.dh-jac.net/db1/books/NIJL-100335672/portal/manifest.json,arc_books,啟迪集
kyudai-R100000092_I000121006_00,察證辨治啓迪集,https://catalog.lib.kyushu-u.ac.jp/image/manifest/1/820/4491917.json,kyudai,啟迪集
kyudai-R100000092_I000121000_00,察證辨治啓迪集 巻之2,https://catalog.lib.kyushu-u.ac.jp/image/manifest/1/820/4491911.json,kyudai,啟迪集
kyudai-R100000092_I000121001_00,察證辨治啓迪集 巻之3,https://catalog.lib.kyushu-u.ac.jp/image/manifest/1/820/4491912.json,kyudai,啟迪集
kyudai-R100000092_I000121005_00,察證辨治啓迪集 巻之7,https://catalog.lib.kyushu-u.ac.jp/image/manifest/1/820/4491916.json,kyudai,啟迪集
kyudai-R100000092_I000121002_00,察證辨治啓迪集 巻之4,https://catalog.lib.kyushu-u.ac.jp/image/manifest/1/820/4491913.json,kyudai,啟迪集
kyudai-R100000092_I000121004_00,察證辨治啓迪集 巻之6,https://catalog.lib.kyushu-u.ac.jp/image/manifest/1/820/4491915.json,kyudai,啟迪集
kyudai-R100000092_I000120999_00,察證辨治啓迪集 巻之1,https://catalog.lib.kyushu-u.ac.jp/image/manifest/1/820/4491910.json,kyudai,啟迪集
kyudai-R100000092_I000121003_00,察證辨治啓迪集 巻之5,https://catalog.lib.kyushu-u.ac.jp/image/manifest/1/820/4491914.json,kyudai,啟迪集
utokyo_da-7872e794_0649_534d_4cab_28e7befe0534,医聖堂前哲帖 1 曲直瀬道三,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7872e794-0649-534d-4cab-28e7befe0534/manifest,utokyo_da,啟迪集
arc_books-NIJL_100245178,増注類証活人書,https://www.dh-jac.net/db1/books/NIJL-100245178/portal/manifest.json,arc_books,增注類證活人書
arc_books-NIJL_100252647,増注類証活人書,https://www.dh-jac.net/db1/books/NIJL-100252647/portal/manifest.json,arc_books,增注類證活人書
arc_books-NIJL_100252648,増注類証活人書,https://www.dh-jac.net/db1/books/NIJL-100252648/portal/manifest.json,arc_books,增注類證活人書
arc_books-ya09_00236,増注類証活人書,https://www.dh-jac.net/db1/books/ya09_00236/portal/manifest.json,arc_books,增注類證活人書
arc_books-NIJL_100339647,外科正宗,https://www.dh-jac.net/db1/books/NIJL-100339647/portal/manifest.json,arc_books,外科正宗
arc_books-NIJL_100392087,外科正宗,https://www.dh-jac.net/db1/books/NIJL-100392087/portal/manifest.json,arc_books,外科正宗
arc_books-NDL_2606678,外科正宗薬品異名考 2巻,https://www.dl.ndl.go.jp/api/iiif/2606678/manifest.json,arc_books,外科正宗
arc_books-NIJL_100335663,外科正宗,https://www.dh-jac.net/db1/books/NIJL-100335663/portal/manifest.json,arc_books,外科正宗
arc_books-ya09_00238,外科正宗,https://www.dh-jac.net/db1/books/ya09_00238/portal/manifest.json,arc_books,外科正宗
kyudai-R100000092_I000121453_00,外科正宗 巻之上,https://catalog.lib.kyushu-u.ac.jp/image/manifest/1/820/4492391.json,kyudai,外科正宗
kyudai-R100000092_I000121454_00,外科正宗 巻之下,https://catalog.lib.kyushu-u.ac.jp/image/manifest/1/820/4492392.json,kyudai,外科正宗
utokyo_da-8aaec4b9_5da3_4c90_53a7_c195b94716d1,新刊外科正宗 4巻 [3],https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8aaec4b9-5da3-4c90-53a7-c195b94716d1/manifest,utokyo_da,外科正宗
utokyo_da-363165bd_3c6e_8583_68bf_a1b41b3f0cdc,新刊外科正宗 4巻 [1],https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/363165bd-3c6e-8583-68bf-a1b41b3f0cdc/manifest,utokyo_da,外科正宗
utokyo_da-efa857f1_7619_5ec6_9ef8_c295323b69d5,新刊外科正宗 4巻 [4],https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/efa857f1-7619-5ec6-9ef8-c295323b69d5/manifest,utokyo_da,外科正宗
utokyo_da-3596ad02_3d6b_5b25_0d34_becaaf8c5bd1,新刊外科正宗 4巻 [2],https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3596ad02-3d6b-5b25-0d34-becaaf8c5bd1/manifest,utokyo_da,外科正宗
utokyo_da-7f87515b_4fa6_0cc8_9338_745ff841247f,新刊外科正宗 4巻 [1],https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7f87515b-4fa6-0cc8-9338-745ff841247f/manifest,utokyo_da,外科正宗
utokyo_da-35d6b55e_9fcf_3107_956f_1e3649209c7e,新刊外科正宗 4巻 [4],https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/35d6b55e-9fcf-3107-956f-1e3649209c7e/manifest,utokyo_da,外科正宗
utokyo_da-919342c1_6c40_520f_a5de_670141181e28,新刊外科正宗 4巻 [1],https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/919342c1-6c40-520f-a5de-670141181e28/manifest,utokyo_da,外科正宗
utokyo_da-5d43dbfa_9c39_0953_77f4_310d4a188308,新刊外科正宗 4巻 [3],https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5d43dbfa-9c39-0953-77f4-310d4a188308/manifest,utokyo_da,外科正宗
utokyo_da-27039efc_88d2_89d8_311d_427723c5010b,新刊外科正宗 4巻 [2],https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/27039efc-88d2-89d8-311d-427723c5010b/manifest,utokyo_da,外科正宗
utokyo_da-652cd7a8_2eff_1217_29a0_085a5ac251d4,新刊外科正宗 4巻 [4],https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/652cd7a8-2eff-1217-29a0-085a5ac251d4/manifest,utokyo_da,外科正宗
utokyo_da-0ac05074_8aed_1b16_a598_50e2a32438b1,新刊外科正宗 4巻 [2],https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0ac05074-8aed-1b16-a598-50e2a32438b1/manifest,utokyo_da,外科正宗
utokyo_da-705101b0_997c_915a_1266_45be205c3954,新刊外科正宗 4巻 [3],https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/705101b0-997c-915a-1266-45be205c3954/manifest,utokyo_da,外科正宗
arc_books-NIJL_100359416,外科正宗薬品異名考,https://www.dh-jac.net/db1/books/NIJL-100359416/portal/manifest.json,arc_books,外科正宗
arc_books-NIJL_100359415,外科正宗薬品異名考,https://www.dh-jac.net/db1/books/NIJL-100359415/portal/manifest.json,arc_books,外科正宗
utokyo_da-b3a8e495_4f4d_3740_182d_5370f3275a81,新刊外科正宗 4巻(存1巻),https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b3a8e495-4f4d-3740-182d-5370f3275a81/manifest,utokyo_da,外科正宗
arc_books-NIJL_100369285,外科正宗薬品異名考,https://www.dh-jac.net/db1/books/NIJL-100369285/portal/manifest.json,arc_books,外科正宗
arc_books-NIJL_100382357,外科正宗薬品異名考,https://www.dh-jac.net/db1/books/NIJL-100382357/portal/manifest.json,arc_books,外科正宗
arc_books-NIJL_100416461,博愛心鑑序文解詁並外科正宗序文解,https://www.dh-jac.net/db1/books/NIJL-100416461/portal/manifest.json,arc_books,外科正宗
THERS_da-N002_20230901_01655,自ミ至テ,https://da.adm.thers.ac.jp/iiif/1/classic_books/N002-20230901-01655/manifest.json,THERS_da,外科正宗
arc_books-NIJL_100145039,外科精義,https://www.dh-jac.net/db1/books/NIJL-100145039/portal/manifest.json,arc_books,外科精義
arc_books-NIJL_100335699,外科精義,https://www.dh-jac.net/db1/books/NIJL-100335699/portal/manifest.json,arc_books,外科精義
arc_books-ya09_01177,外科精義,https://www.dh-jac.net/db1/books/ya09_01177/portal/manifest.json,arc_books,外科精義
kyudai-R100000092_I000121678_00,外科精義 巻之1-4,https://catalog.lib.kyushu-u.ac.jp/image/manifest/1/820/4493202.json,kyudai,外科精義
arc_books-RYU9809L,外科精要,https://www.dh-jac.net/db1/books/RYU9809L/portal/manifest.json,arc_books,外科精要
arc_books-NIJL_100347083,外科精要,https://www.dh-jac.net/db1/books/NIJL-100347083/portal/manifest.json,arc_books,外科精要
arc_books-NDL_2576325,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576325/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576330,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576330/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576388,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576388/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576391,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576391/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576390,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576390/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576371,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576371/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576374,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576374/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576376,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576376/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576322,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576322/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576324,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576324/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576329,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576329/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576312,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576312/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576317,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576317/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576383,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576383/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576367,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576367/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576369,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576369/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576373,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576373/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576327,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576327/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576321,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576321/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576370,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576370/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576347,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576347/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576403,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576403/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576313,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576313/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576389,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576389/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576381,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576381/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576382,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576382/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576392,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576392/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576375,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576375/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576346,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576346/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576357,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576357/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576350,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576350/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576352,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576352/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576341,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576341/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576323,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576323/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576314,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576314/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576316,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576316/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576315,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576315/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576384,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576384/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576394,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576394/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576364,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576364/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576348,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576348/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576354,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576354/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2576401,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2576401/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NDL_2609816,大徳重校聖濟總録200卷首1卷,https://www.dl.ndl.go.jp/api/iiif/2609816/manifest.json,arc_books,大德重校聖濟總錄
arc_books-NIJL_100387154,太上黄庭内景玉経,https://www.dh-jac.net/db1/books/NIJL-100387154/portal/manifest.json,arc_books,太上黃庭內景玉經
arc_books-NDL_2608971,増廣太平惠民和劑局方10卷目録1卷圖經本草藥性總論2卷指南總論3卷,https://www.dl.ndl.go.jp/api/iiif/2608971/manifest.json,arc_books,太平惠民和劑局方
arc_books-NDL_2606410,増廣太平惠民和劑局方10卷圖經本草藥性總論2卷指南總論3卷諸品藥石炮製總論1卷,https://www.dl.ndl.go.jp/api/iiif/2606410/manifest.json,arc_books,太平惠民和劑局方
arc_books-NIJL_100310978,太平聖恵方,https://www.dh-jac.net/db1/books/NIJL-100310978/portal/manifest.json,arc_books,太平聖惠方
arc_books-NIJL_100252226,太平聖恵方纂要,https://www.dh-jac.net/db1/books/NIJL-100252226/portal/manifest.json,arc_books,太平聖惠方
arc_books-ya09_00015,針経,https://www.dh-jac.net/db1/books/ya09_00015/portal/manifest.json,arc_books,太平聖惠方
arc_books-NIJL_100387165,奇経八脉攷,https://www.dh-jac.net/db1/books/NIJL-100387165/portal/manifest.json,arc_books,奇經八脉考
arc_books-NIJL_100382031,奇経八脉攷,https://www.dh-jac.net/db1/books/NIJL-100382031/portal/manifest.json,arc_books,奇經八脉考
arc_books-NDL_2557952,本草綱目53卷瀕湖脈學1卷奇經八脈攷1卷,https://www.dl.ndl.go.jp/api/iiif/2557952/manifest.json,arc_books,奇經八脉考
arc_books-NDL_2609005,本草綱目53卷瀕湖脈學1卷奇經八脈攷1卷,https://www.dl.ndl.go.jp/api/iiif/2609005/manifest.json,arc_books,奇經八脉考
arc_books-NDL_2557951,本草綱目53卷瀕湖脈學1卷奇經八脈攷1卷,https://www.dl.ndl.go.jp/api/iiif/2557951/manifest.json,arc_books,奇經八脉考
arc_books-NDL_2557965,本草綱目53卷瀕湖脈學1卷奇經八脈攷1卷,https://www.dl.ndl.go.jp/api/iiif/2557965/manifest.json,arc_books,奇經八脉考
arc_books-NDL_2557936,本草綱目53卷瀕湖脈學1卷奇經八脈攷1卷,https://www.dl.ndl.go.jp/api/iiif/2557936/manifest.json,arc_books,奇經八脉考
arc_books-RYU9807L,嬰童百問,https://www.dh-jac.net/db1/books/RYU9807L/portal/manifest.json,arc_books,嬰童百問
THERS_da-N002_20230901_01621,自ミ至テ,https://da.adm.thers.ac.jp/iiif/1/classic_books/N002-20230901-01621/manifest.json,THERS_da,嬰童百問
THERS_da-N002_20230901_04684,鼠李科　鼠梨集説,https://da.adm.thers.ac.jp/iiif/1/classic_books/N002-20230901-04684/manifest.json,THERS_da,嬰童百問
arc_books-NIJL_200012452,察病指南,https://www.dh-jac.net/db1/books/NIJL-200012452/portal/manifest.json,arc_books,察病指南
arc_books-NIJL_200012451,察病指南,https://www.dh-jac.net/db1/books/NIJL-200012451/portal/manifest.json,arc_books,察病指南
arc_books-NIJL_200008274,察病指南抄,https://www.dh-jac.net/db1/books/NIJL-200008274/portal/manifest.json,arc_books,察病指南
arc_books-NIJL_100229679,察病指南,https://www.dh-jac.net/db1/books/NIJL-100229679/portal/manifest.json,arc_books,察病指南
arc_books-ya09_00412,察病指南,https://www.dh-jac.net/db1/books/ya09_00412/portal/manifest.json,arc_books,察病指南
keioobjecthub-14211,察病指南抄 3巻,https://dcollections.lib.keio.ac.jp/sites/default/files/iiif/KAN/110X-71-1/manifest.json,keioobjecthub,察病指南
arc_books-NIJL_100232394,局方発揮,https://www.dh-jac.net/db1/books/NIJL-100232394/portal/manifest.json,arc_books,局方發揮
arc_books-NIJL_100232395,局方発揮,https://www.dh-jac.net/db1/books/NIJL-100232395/portal/manifest.json,arc_books,局方發揮
arc_books-NIJL_100232396,局方発揮,https://www.dh-jac.net/db1/books/NIJL-100232396/portal/manifest.json,arc_books,局方發揮
arc_books-NIJL_100232334,局方発揮鈔,https://www.dh-jac.net/db1/books/NIJL-100232334/portal/manifest.json,arc_books,局方發揮
arc_books-ya09_00880,局方発揮,https://www.dh-jac.net/db1/books/ya09_00880/portal/manifest.json,arc_books,局方發揮
arc_books-RYU9805L,推求師意,https://www.dh-jac.net/db1/books/RYU9805L/portal/manifest.json,arc_books,推求師意
ryukoku-R100000135_I000001131_00,推求師意,https://da.library.ryukoku.ac.jp/iiif/980005/1/manifest.json,ryukoku,推求師意
arc_books-NIJL_100146762,換骨抄,https://www.dh-jac.net/db1/books/NIJL-100146762/portal/manifest.json,arc_books,換骨抄
arc_books-NDL_2605952,新刊勿聽子俗解八十一難經卷1-3圖要1卷,https://www.dl.ndl.go.jp/api/iiif/2605952/manifest.json,arc_books,新刊勿聽子俗解八十一難經
arc_books-NIJL_100210248,新刊医林状元済世全書,https://www.dh-jac.net/db1/books/NIJL-100210248/portal/manifest.json,arc_books,新刊醫林狀元濟世全書
arc_books-kyodai07_02sa06,新刊医林状元済世全書,https://www.dh-jac.net/db1/books/kyodai07-02sa06/portal/manifest.json,arc_books,新刊醫林狀元濟世全書
ryukoku-R100000135_I230218,重刊体仁彙編,https://da.library.ryukoku.ac.jp/iiif/230218/1/manifest.json,ryukoku,新刊體仁彙編
ryukoku-R100000135_I000002389_00,新刻温隠居海上仙方,https://da.library.ryukoku.ac.jp/iiif/160106/1/manifest.json,ryukoku,新刻溫隱居海上仙方
adeac-R100000094_I000344413_00_,増林・新方川,https://adeac.jp/viewitem/koshigaya-city-digital-archives/viewer/iiif/2022-200011-04711/manifest.json,adeac,新方
adeac-R100000094_I000344412_00_,増林・新方川,https://adeac.jp/viewitem/koshigaya-city-digital-archives/viewer/iiif/2022-200011-04710/manifest.json,adeac,新方
adeac-R100000094_I000344411_00_,大吉・新方川,https://adeac.jp/viewitem/koshigaya-city-digital-archives/viewer/iiif/2022-200011-04709/manifest.json,adeac,新方
arc_books-NIJL_100252657,新方選,https://www.dh-jac.net/db1/books/NIJL-100252657/portal/manifest.json,arc_books,新方
adeac-R100000094_I000344414_00_,増林・新方川,https://adeac.jp/viewitem/koshigaya-city-digital-archives/viewer/iiif/2022-200011-04712/manifest.json,adeac,新方
arc_books-NIJL_100347975,袖珍内外新方,https://www.dh-jac.net/db1/books/NIJL-100347975/portal/manifest.json,arc_books,新方
arc_books-bunko08_e0044,独乙新方彙,https://www.dh-jac.net/db1/books/bunko08_e0044/portal/manifest.json,arc_books,新方
adeac-R100000094_I000344460_00_,（新方川の橋）,https://adeac.jp/viewitem/koshigaya-city-digital-archives/viewer/iiif/2022-200011-04758/manifest.json,adeac,新方
adeac-R100000094_I000344408_00_,逆川・新方川伏越堰,https://adeac.jp/viewitem/koshigaya-city-digital-archives/viewer/iiif/2022-200011-04706/manifest.json,adeac,新方
adeac-R100000094_I000344453_00_,増森・新方川,https://adeac.jp/viewitem/koshigaya-city-digital-archives/viewer/iiif/2022-200011-04751/manifest.json,adeac,新方
adeac-R100000094_I000344451_00_,花田・（新方川）,https://adeac.jp/viewitem/koshigaya-city-digital-archives/viewer/iiif/2022-200011-04749/manifest.json,adeac,新方
adeac-R100000094_I000344455_00_,増森・新方川,https://adeac.jp/viewitem/koshigaya-city-digital-archives/viewer/iiif/2022-200011-04753/manifest.json,adeac,新方
adeac-R100000094_I000344454_00_,増森・新方川,https://adeac.jp/viewitem/koshigaya-city-digital-archives/viewer/iiif/2022-200011-04752/manifest.json,adeac,新方
adeac-R100000094_I000344415_00_,増林・新方川・鷹匠橋,https://adeac.jp/viewitem/koshigaya-city-digital-archives/viewer/iiif/2022-200011-04713/manifest.json,adeac,新方
adeac-R100000094_I000344406_00_,大吉・新方川調節池,https://adeac.jp/viewitem/koshigaya-city-digital-archives/viewer/iiif/2022-200011-04704/manifest.json,adeac,新方
adeac-R100000094_I000344405_00_,大吉・新方川調節池,https://adeac.jp/viewitem/koshigaya-city-digital-archives/viewer/iiif/2022-200011-04703/manifest.json,adeac,新方
adeac-R100000094_I000284096_00_,増森・新方川,https://adeac.jp/viewitem/koshigaya-city-digital-archives/viewer/iiif/2022-200010-046-017/manifest.json,adeac,新方
